claim_id,claim_number,policy_id,customer_id,claim_status,incident_date,submitted_at,claim_amount,approved_amount,currency_code,description,updated_at,broker_id,claim_type_id,claim_type_code,incident_region_code,coverage_code,vehicle_code,outcome_severity,high_risk_claim
fclm_900098,FILE-CLM-900098,pol_6002,cus_4002,UNDER_REVIEW,2026-08-27,2026-09-02T10:37:00Z,11415.80,,AUD,Synthetic auto claim 98,2026-09-02T11:37:00Z,brk_2002,cty_3005,AU-COL-05,REG-040,COV-AU-005,VEH-00038,STANDARD,0
fclm_900099,FILE-CLM-900099,pol_6003,cus_4003,APPROVED,2026-08-28,2026-09-03T11:38:00Z,17984.88,7726.07,AUD,Synthetic home claim 99,2026-09-03T12:38:00Z,brk_2003,cty_3010,HO-THE-10,REG-007,COV-HO-010,,STANDARD,0
fclm_900100,FILE-CLM-900100,pol_6001,cus_4001,REJECTED,2026-08-29,2026-09-04T12:39:00Z,22650.11,12731.14,AUD,Synthetic home claim 100,2026-09-04T13:39:00Z,brk_2001,cty_3002,HO-THE-02,REG-014,COV-HO-002,,STANDARD,0
fclm_900101,FILE-CLM-900101,pol_6002,cus_4002,PAID,2026-08-20,2026-09-05T13:40:00Z,36158.28,23895.45,AUD,Synthetic auto claim 101,2026-09-05T14:40:00Z,brk_2002,cty_3005,AU-COL-05,REG-021,COV-AU-005,VEH-00038,STANDARD,0
fclm_900102,FILE-CLM-900102,pol_6003,cus_4003,CLOSED,2026-08-21,2026-09-06T14:41:00Z,50123.45,42423.12,AUD,Synthetic home claim 102,2026-09-06T15:41:00Z,brk_2003,cty_3010,HO-THE-10,REG-028,COV-HO-010,,HIGH,1
fclm_900103,FILE-CLM-900103,pol_6001,cus_4001,SUBMITTED,2026-08-22,2026-09-07T15:42:00Z,14343.17,,AUD,Synthetic home claim 103,2026-09-07T16:42:00Z,brk_2001,cty_3002,HO-THE-02,REG-035,COV-HO-002,,HIGH,1
fclm_900104,FILE-CLM-900104,pol_6002,cus_4002,UNDER_REVIEW,2026-08-23,2026-09-08T16:43:00Z,41914.55,,AUD,Synthetic auto claim 104,2026-09-08T17:43:00Z,brk_2002,cty_3005,AU-COL-05,REG-002,COV-AU-005,VEH-00038,HIGH,1
fclm_900105,FILE-CLM-900105,pol_6003,cus_4003,APPROVED,2026-08-24,2026-09-01T09:44:00Z,30018.05,29028.70,AUD,Synthetic home claim 105,2026-09-01T10:44:00Z,brk_2003,cty_3010,HO-THE-10,REG-009,COV-HO-010,,STANDARD,0
fclm_900106,FILE-CLM-900106,pol_6001,cus_4001,REJECTED,2026-08-25,2026-09-02T10:45:00Z,11024.43,4261.26,AUD,Synthetic home claim 106,2026-09-02T11:45:00Z,brk_2001,cty_3002,HO-THE-02,REG-016,COV-HO-002,,STANDARD,0
fclm_900107,FILE-CLM-900107,pol_6002,cus_4002,PAID,2026-08-26,2026-09-03T11:46:00Z,43904.54,39638.21,AUD,Synthetic auto claim 107,2026-09-03T12:46:00Z,brk_2002,cty_3005,AU-COL-05,REG-023,COV-AU-005,VEH-00038,STANDARD,0
fclm_900108,FILE-CLM-900108,pol_6003,cus_4003,CLOSED,2026-08-27,2026-09-04T12:47:00Z,17510.43,6905.44,AUD,Synthetic home claim 108,2026-09-04T13:47:00Z,brk_2003,cty_3010,HO-THE-10,REG-030,COV-HO-010,,STANDARD,0
fclm_900109,FILE-CLM-900109,pol_6001,cus_4001,SUBMITTED,2026-08-28,2026-09-05T13:48:00Z,3606.69,,AUD,Synthetic home claim 109,2026-09-05T14:48:00Z,brk_2001,cty_3002,HO-THE-02,REG-037,COV-HO-002,,STANDARD,0
fclm_900110,FILE-CLM-900110,pol_6002,cus_4002,UNDER_REVIEW,2026-08-29,2026-09-06T14:49:00Z,26623.63,,AUD,Synthetic auto claim 110,2026-09-06T15:49:00Z,brk_2002,cty_3005,AU-COL-05,REG-004,COV-AU-005,VEH-00038,HIGH,1
fclm_900111,FILE-CLM-900111,pol_6003,cus_4003,APPROVED,2026-08-20,2026-09-07T15:50:00Z,9788.44,7134.72,AUD,Synthetic home claim 111,2026-09-07T16:50:00Z,brk_2003,cty_3010,HO-THE-10,REG-011,COV-HO-010,,HIGH,1
fclm_900112,FILE-CLM-900112,pol_6001,cus_4001,REJECTED,2026-08-21,2026-09-08T16:51:00Z,27040.03,16438.80,AUD,Synthetic home claim 112,2026-09-08T17:51:00Z,brk_2001,cty_3002,HO-THE-02,REG-018,COV-HO-002,,STANDARD,0
fclm_900113,FILE-CLM-900113,pol_6002,cus_4002,PAID,2026-08-22,2026-09-01T09:52:00Z,8418.35,6913.13,AUD,Synthetic auto claim 113,2026-09-01T10:52:00Z,brk_2002,cty_3005,AU-COL-05,REG-025,COV-AU-005,VEH-00038,STANDARD,0
fclm_900114,FILE-CLM-900114,pol_6003,cus_4003,CLOSED,2026-08-23,2026-09-02T10:53:00Z,17734.10,11184.05,AUD,Synthetic home claim 114,2026-09-02T11:53:00Z,brk_2003,cty_3010,HO-THE-10,REG-032,COV-HO-010,,HIGH,1
fclm_900115,FILE-CLM-900115,pol_6001,cus_4001,SUBMITTED,2026-08-24,2026-09-03T11:54:00Z,33019.16,,AUD,Synthetic home claim 115,2026-09-03T12:54:00Z,brk_2001,cty_3002,HO-THE-02,REG-039,COV-HO-002,,STANDARD,0
fclm_900116,FILE-CLM-900116,pol_6002,cus_4002,UNDER_REVIEW,2026-08-25,2026-09-04T12:55:00Z,29137.26,,AUD,Synthetic auto claim 116,2026-09-04T13:55:00Z,brk_2002,cty_3005,AU-COL-05,REG-006,COV-AU-005,VEH-00038,HIGH,1
fclm_900117,FILE-CLM-900117,pol_6003,cus_4003,APPROVED,2026-08-26,2026-09-05T13:56:00Z,19734.53,11040.23,AUD,Synthetic home claim 117,2026-09-05T14:56:00Z,brk_2003,cty_3010,HO-THE-10,REG-013,COV-HO-010,,HIGH,1
fclm_900118,FILE-CLM-900118,pol_6001,cus_4001,REJECTED,2026-08-27,2026-09-06T14:57:00Z,50727.02,24316.58,AUD,Synthetic home claim 118,2026-09-06T15:57:00Z,brk_2001,cty_3002,HO-THE-02,REG-020,COV-HO-002,,HIGH,1
fclm_900119,FILE-CLM-900119,pol_6002,cus_4002,PAID,2026-08-28,2026-09-07T15:58:00Z,37259.16,34254.70,AUD,Synthetic auto claim 119,2026-09-07T16:58:00Z,brk_2002,cty_3005,AU-COL-05,REG-027,COV-AU-005,VEH-00038,STANDARD,0
fclm_900120,FILE-CLM-900120,pol_6003,cus_4003,CLOSED,2026-08-29,2026-09-08T16:59:00Z,14377.53,10639.14,AUD,Synthetic home claim 120,2026-09-08T17:59:00Z,brk_2003,cty_3010,HO-THE-10,REG-034,COV-HO-010,,STANDARD,0
